,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
103,N/A,N/A,ci,N/A,N/A,N/A,N/A,N/A,72.62,15.47,0.48,1.64,3.08,4.79,3.36,11.10,515.66,77470000000.0,106060000000.0,10.83,0.98,0.61,N/A,174270000000.0,23160000000.0,10150000000.0,5370000000.0,15.73,73.00,9.30,18.7,18.7,34259999999.999996,0.83,145.88,7190000000.0,1370000000.0,0.86,1.52,91.14,4220000.0,2.41,1.33,3300000.0,N/A
104,N/A,N/A,cim,N/A,N/A,N/A,N/A,N/A,296.44,5.18,2.94,0.80,61.28,90.34,4.07,17.83,4.68,3000000000.0,N/A,8.25,N/A,12.11,N/A,1090000000.0,1060000000.0,N/A,596350000.0,2.44,88.00,73.90,385740000.0,1.63,11080000000.0,3.67,15.77,519179999.99999994,N/A,0.99,1.63,54.63,6890000.0,3.42,2.94,6790000.0,N/A
105,N/A,N/A,cinf,N/A,N/A,N/A,N/A,N/A,6.84,7.54,2.31,1.67,30.59,38.66,7.90,24.66,59.81,21910000000.0,21670000000.0,25.51,N/A,2.25,N/A,9630000000.0,3830000000.0,3820000000.0,2950000000.0,18.10,40.10,23.30,1140000000.0,7.1,897000000.0,0.68,81.75,1980000000.0,5340000000.0,0.63,1.88,68.77,3630000.0,4.68,2.75,3770000.0,N/A
106,N/A,N/A,cl,N/A,N/A,N/A,N/A,N/A,808.86,29.88,3.71,105.18,12.43,21.99,15.47,225.68,20.62,64050000000.0,71050000000.0,22.94,3.42,4.08,18.53,17420000000.0,10380000000.0,4390000000.0,2170000000.0,2.55,77.10,1.80,871000000.0,1.04,7850000000.0,1.09,0.73,3320000000.0,2150000000.0,0.61,0.09,80.89,9950000.0,2.14,1.26,9340000.0,N/A
107,N/A,N/A,cldx,N/A,N/A,N/A,N/A,N/A,0.73,N/A,328.60,3.97,0.00,486.73,12.70,22.43,0.11,1670000000.0,1260000000.0,N/A,N/A,271.10,19.08,4650000.0,48660000.0,66080000.0,70510000.0,1.64,N/A,91.20,408250000.0,8.73,3040000.0,24.86,8.98,60910000.0,29710000.0,2.78,0.21,100.96,9.73,9.73,12.91,5200000.0,N/A
108,N/A,N/A,clf,N/A,N/A,N/A,N/A,N/A,100.43,5.98,0.87,3.05,14.62,20.90,14.94,68.45,41.05,16770000000.0,21960000000.0,5.01,N/A,1.07,4.36,20440000000.0,4530000000.0,5170000000.0,2800000000.0,5.36,295.30,137.00,48000000.0,0.09,5800000000.0,2.15,10.98,2780000000.0,770000000.0,2.07,1.33,57.03,33380000.000000004,1.27,6.46,35170000.0,N/A
109,N/A,N/A,clx,N/A,N/A,N/A,N/A,N/A,657.43,68.81,2.47,54.92,3.49,10.20,6.92,27.36,57.12,17190000000.0,20230000000.0,24.63,6.07,2.86,31.85,7080000000.0,3200000000.0,933000000.0,247000000.0,1.97,73.40,8.20,216000000.0,1.75,3230000000.0,0.67,2.55,869000000.0,367000000.0,0.22,0.85,79.48,4920000.0,3.38,4.57,5200000.0,N/A
110,N/A,N/A,cma,N/A,N/A,N/A,N/A,N/A,N/A,11.42,4.39,1.67,34.85,45.54,1.28,14.65,24.82,12500000000.0,N/A,14.95,4.15,N/A,N/A,3350000000.0,3350000000.0,N/A,1140000000.0,8.35,3.20,3.20,23410000000.0,178.56,3210000000.0,N/A,57.41,634000000.0,N/A,1.39,0.59,81.63,2350000.0,1.61,2.04,2970000.0,N/A
111,N/A,N/A,cmcsa,N/A,N/A,N/A,N/A,N/A,109.44,15.72,1.91,2.25,12.17,17.89,4.73,14.48,25.39,216600000000.0,302740000000.0,13.39,0.98,2.60,8.14,116380000000.0,77940000000.0,34620000000.0,14160000000.0,3.04,9.60,9.50,8710000000.0,1.92,107260000000.0,0.85,21.20,29150000000.0,12840000000.0,0.94,0.70,85.33,69790000.0,2.96,1.55,66209999.99999999,N/A
112,N/A,N/A,cme,N/A,N/A,N/A,N/A,N/A,14.69,33.04,18.44,3.16,56.34,55.66,1.01,9.81,13.06,86580000000.0,87080000000.0,32.36,5.84,18.57,22.18,4680000000.0,4680000000.0,2990000000.0,2620000000.0,7.29,47.50,4.50,2950000000.0,8.21,4030000000.0000005,1.01,76.41,2400000000.0,2040000000.0,0.44,0.44,88.91,3970000.0,2.3,1.11,4850000.0,N/A
113,N/A,N/A,cmg,N/A,N/A,N/A,N/A,N/A,153.23,69.45,6.01,19.40,8.65,10.99,8.21,30.25,268.27,44580000000.0,47020000000.0,48.54,1.66,6.23,43.59,7550000000.0,2900000000.0,1080000000.0,652980000.0,22.90,30.10,22.00,1080000000.0,38.4,3520000000.0,1.58,81.82,1280000000.0,707910000.0,1.31,0.53,91.53,2.1,2.1,2.43,N/A,N/A
114,N/A,N/A,cmi,N/A,N/A,N/A,N/A,N/A,49.27,14.54,1.29,3.56,8.87,9.62,6.23,23.53,166.12,30170000000.0,31600000000.0,12.14,1.42,1.32,8.97,24020000000.0,5700000000.0,2970000000.0,2130000000.0,14.61,21.40,0.30,3190000000.0,22.38,4630000000.0,1.74,59.47,2260000000.0,923370000.0,1.04,0.40,82.96,2430000.0,1.62,1.73,2120000.0,N/A
115,N/A,N/A,cms,N/A,N/A,N/A,N/A,N/A,173.90,26.90,2.74,3.14,18.46,17.85,2.80,10.98,25.36,20140000000.0,32380000000.000004,24.21,3.20,4.42,13.29,7330000000.0,2650000000.0,2290000000.0,746000000.0,4.66,304.40,17.70,452000000.0,1.56,12500000000.0,1.19,22.11,1820000000.0,896880000.0,0.24,0.38,92.96,4210000.0,2.07,1.66,3120000.0,N/A
116,N/A,N/A,cnp,N/A,N/A,N/A,N/A,N/A,171.43,32.77,2.25,2.25,17.79,16.40,2.41,7.52,14.09,19390000000.0,34610000000.0,22.47,5.39,4.14,13.20,8350000000.0,3210000000.0,2470000000.0,573000000.0,2.28,227.00,12.70,1710000000.0,2.72,16140000000.0,1.72,13.71,22000000.0,4230000000.0000005,0.93,0.15,94.09,12660000.0,2.32,2.25,12160000.0,N/A
117,N/A,N/A,cnx,N/A,N/A,N/A,N/A,N/A,61.41,N/A,1.89,1.12,20.87,20.01,3.70,12.28,11.06,4150000000.0000005,6420000000.0,N/A,N/A,2.69,215.67,2390000000.0,1870000000.0,37040000.0,498640000.0,2.31,222.00,170.90,3560000.0,0.02,2270000000.0,0.48,18.27,926360000.0,77050000.0,1.30,2.54,97.91,28240000.0,7.56,20.53,27720000.0,N/A
118,N/A,N/A,cof,N/A,N/A,N/A,N/A,N/A,N/A,5.03,1.98,0.90,38.27,49.43,2.90,20.45,73.17,55050000000.0,N/A,6.78,N/A,N/A,N/A,32380000000.000004,32380000000.000004,N/A,11970000000.0,26.94,5.50,9.40,23890000000.0,57.76,45900000000.0,N/A,135.76,12310000000.0,N/A,1.56,1.00,91.00,5590000.0,1.79,1.39,4570000.0,N/A
119,N/A,N/A,cog,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
120,N/A,N/A,coh,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
121,N/A,N/A,col,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
122,N/A,N/A,cop,N/A,N/A,N/A,N/A,N/A,45.37,16.59,2.92,2.87,17.32,27.43,10.44,21.47,35.24,130500000000.0,143840000000.0,9.87,1.10,3.14,6.82,46660000000.0,22940000000.0,20020000000.0,8080000000.0,6.07,N/A,177.10,6590000000.0,5.07,20600000000.0,1.34,34.87,17000000000.0,10510000000.0,1.42,0.09,80.25,14340000.0,1.35,1.10,14670000.0,N/A
123,N/A,N/A,cost,N/A,N/A,N/A,N/A,N/A,46.28,45.93,1.21,13.01,2.62,3.84,8.56,30.98,474.20,252630000000.0,249580000000.0,44.44,4.58,1.19,26.46,210220000000.0,25250000000.0,9910000000.0,5510000000.0,12.41,36.60,15.90,12300000000.0,27.74,9250000000.0,1.03,43.81,9930000000.0,5450000000.0,0.66,0.21,69.04,4090000.0,1.6,0.92,4760000.0,N/A
124,N/A,N/A,cov,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
125,N/A,N/A,cpb,N/A,N/A,N/A,N/A,N/A,156.92,14.71,1.64,4.03,11.09,16.74,7.10,29.54,27.44,13500000000.0,18170000000.0,16.08,4.75,2.19,10.62,8300000000.000001,2810000000.0,1720000000.0,927000000.0,3.02,13.50,3.10,357000000.0,1.18,5260000000.0,0.85,11.09,1190000000.0,911120000.0,0.48,35.56,53.71,16180000.0,5.2,8.33,17370000.0,N/A
126,N/A,N/A,crm,N/A,N/A,N/A,N/A,N/A,24.72,149.52,8.14,3.77,5.45,2.27,0.47,2.90,27.74,219080000000.0,222520000000.0,47.39,2.37,8.40,57.86,26490000000.0,19470000000.0,3060000000.0,1440000000.0,1.48,N/A,25.90,10540000000.0,10.64,14370000000.0,1.05,58.78,8620000000.0,8620000000.0,1.10,3.39,79.71,14800000.0,1.88,1.55,13960000.0,N/A
127,N/A,N/A,csc,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
128,N/A,N/A,csco,N/A,N/A,N/A,N/A,N/A,31.93,19.95,4.57,5.86,22.94,27.35,9.28,30.08,12.25,231260000000.0,221620000000.0,16.18,2.77,4.30,13.04,51550000000.0,31890000000.0,15990000000.0,11830000000.0,2.80,16.80,6.40,21120000000.0,5.08,12610000000.0,1.42,9.52,14270000000.0,10490000000.0,0.95,0.07,75.68,41980000.0,1.93,1.01,50250000.0,N/A
129,N/A,N/A,csx,N/A,N/A,N/A,N/A,N/A,125.24,22.43,6.79,6.09,30.20,41.71,8.13,28.42,5.57,82090000000.0,96620000000.0,20.92,2.65,7.72,13.62,12520000000.0,6640000000.0,6640000000.0,3780000000.0,1.68,22.90,21.30,2320000000.0,1.06,16910000000.0,1.73,6.13,5100000000.0,2720000000.0,1.22,0.22,76.75,23170000.0,1.22,1.07,23580000.0,N/A
130,N/A,N/A,ctas,N/A,N/A,N/A,N/A,N/A,91.92,N/A,N/A,N/A,15.88,20.28,11.69,34.01,73.32,N/A,N/A,N/A,N/A,N/A,N/A,7620000000.0,3310000000.0,1830000000.0,1200000000.0,11.29,22.10,10.30,84140000.0,0.82,3030000000.0,1.02,32.16,1440000000.0,1120000000.0,1.50,14.82,66.01,1100000.0,2.2,1.27,3.8,N/A
131,N/A,N/A,ctl,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
132,N/A,N/A,ctsh,N/A,N/A,N/A,N/A,N/A,13.80,22.90,2.65,4.06,11.55,15.17,10.09,18.72,35.12,48640000000.0,47560000000.0,20.53,1.60,2.57,13.95,18510000000.0,6910000000.0,3350000000.0,2140000000.0000002,4.05,82.30,14.20,2720000000.0,5.18,1660000000.0,2.08,22.84,2500000000.0,1800000000.0,1.10,0.12,94.63,6690000.0,1.95,1.28,6130000.0,N/A
133,N/A,N/A,ctxs,N/A,N/A,N/A,N/A,N/A,648.57,41.59,3.98,23.35,9.56,11.68,3.96,93.27,25.92,12780000000.0,15740000000.0,18.98,1.86,4.89,29.74,3220000000.0,2680000000.0,575730000.0,307500000.0,2.44,8.20,5.10,527179999.99999994,4.2,3550000000.0,0.73,4.38,671650000.0,881600000.0,0.03,0.77,94.46,4840000.0,1.5,5.97,3150000.0,N/A
134,N/A,N/A,cvc,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
135,N/A,N/A,cvs,N/A,N/A,N/A,N/A,N/A,100.82,17.59,0.48,1.83,2.72,4.74,3.71,10.89,220.55,137389999999.99998,200870000000.0,12.64,1.71,0.69,11.52,290910000000.0,50850000000.0,18290000000.0,7910000000.0,5.95,N/A,N/A,12520000000.0,9.54,76000000000.0,0.88,56.79,18260000000.0,14570000000.0,0.80,0.28,80.28,12630000.0,2.29,0.97,11620000.0,N/A
136,N/A,N/A,cvx,N/A,N/A,N/A,N/A,N/A,24.92,20.19,2.03,2.30,10.04,10.19,4.14,11.51,81.21,320020000000.0,345720000000.0,16.00,6.06,2.22,8.56,155610000000.0,66230000000.00001,33400000000.0,15620000000.0,8.14,N/A,84.60,5670000000.0,2.91,34870000000.0,1.26,72.06,29190000000.0,18300000000.0,1.12,0.04,67.67,32020000.000000004,1.23,1.64,23700000.0,N/A
137,N/A,N/A,d,N/A,N/A,N/A,N/A,N/A,151.73,26.61,4.92,2.70,23.55,31.70,2.83,9.94,17.29,68820000000.0,110900000000.0,20.58,3.04,7.94,15.36,13960000000.0,6810000000.0,7190000000.0,2580000000.0,3.98,96.60,10.20,283000000.0,0.35,41430000000.0,0.84,31.51,4040000000.0,3850000000.0,0.41,0.15,69.83,8510000.0,2.53,1.05,7090000.0,N/A
138,N/A,N/A,dal,N/A,N/A,N/A,N/A,N/A,920.48,89.82,0.85,6.51,0.94,7.31,1.89,10.33,47.01,25290000000.0,48650000000.0,16.13,0.19,1.63,13.24,29900000000.0,2170000000.0,488000000.0,280000000.0,0.44,N/A,138.40,11320000000.0,17.77,35780000000.0,0.76,6.10,3260000000.0,386000000.0,1.22,0.34,64.44,20380000.0,1.06,3.56,18040000.0,N/A
139,N/A,N/A,dd,N/A,N/A,N/A,N/A,N/A,41.62,24.15,2.55,1.51,38.83,16.24,2.90,5.46,30.68,40010000000.0,48780000000.0,16.42,1.59,2.93,11.67,16649999999.999998,5850000000.0,4099999999.9999995,1760000000.0,11.89,8.10,13.90,2009999999.9999998,3.92,11260000000.0,1.89,51.65,2280000000.0,11910000000.0,1.22,0.10,74.50,6800000.0,1.86,1.50,4530000.0,N/A
140,N/A,N/A,dds,N/A,N/A,N/A,N/A,N/A,41.95,6.85,0.89,4.35,13.02,16.75,21.88,59.64,321.69,5580000000.0,5470000000.0,18.94,N/A,0.83,4.10,6620000000.0,2880000000.0,1310000000.0,862470000.0,41.88,379.20,33.40,716760000.0,39.03,608730000.0,1.98,77.09,1280000000.0,1020000000.0,0.89,28.25,81.26,2040000.0,6.7,53.81,1680000.0,N/A
141,N/A,N/A,de,N/A,N/A,N/A,N/A,N/A,268.36,22.89,2.93,7.12,12.70,16.55,5.93,35.40,143.23,126680000000.0,168780000000.0,18.15,1.70,3.83,18.51,44410000000.0,12190000000.0,8250000000.0,5640000000.0,18.07,26.20,5.00,3810000000.0,12.41,47790000000.0,2.31,58.03,5030000000.0,446000000.0,0.99,0.14,78.68,2680000.0,0.96,0.87,2520000.0,N/A
142,N/A,N/A,dell,N/A,N/A,N/A,N/A,N/A,N/A,8.79,0.43,N/A,5.50,4.60,2.69,165.48,132.80,41840000000.0,59320000000.0,8.32,2.12,0.59,4.94,101200000000.0,21890000000.0,8950000000.0,4950000000.0,7.02,99.80,7.20,9480000000.0,12.46,28000000000.0,0.80,2.23,10310000000.0,6590000000.0,0.98,2.85,85.97,6940000.0,1.5,2.83,7440000.0,N/A
143,N/A,N/A,df,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
144,N/A,N/A,dfs,N/A,N/A,N/A,N/A,N/A,150.86,6.41,2.84,2.61,45.91,61.09,4.88,44.86,39.56,32240000000.000004,N/A,8.02,N/A,N/A,N/A,11870000000.0,11370000000.0,N/A,5350000000.0,17.83,33.50,16.60,8750000000.0,30.71,20230000000.0,1.19,42.84,6020000000.0,N/A,1.60,0.60,88.34,5630000.0,2.8,2.25,5440000.0,N/A
145,N/A,N/A,dg,N/A,N/A,N/A,N/A,N/A,227.51,22.47,1.57,8.35,7.01,9.42,7.72,37.13,146.08,52300000000.0,66200000000.0,19.92,2.25,1.93,17.14,34220000000.0,10810000000.0,3860000000.0,2400000000.0,10.17,7.00,2.80,344830000.0,1.51,14250000000.0,1.05,27.22,2870000000.0,1300000000.0,0.58,0.28,97.49,7270000.0,3.48,3.18,8310000.000000001,N/A
146,N/A,N/A,dgx,N/A,N/A,N/A,N/A,N/A,72.74,9.09,3.36,2.62,18.49,22.67,11.06,30.92,86.30,16890000000.0,20790000000.0,15.70,41.33,1.93,6.58,10790000000.0,4240000000.0,2850000000.0,1990000000.0,15.55,32.60,8.60,872000000.0,7.3,4770000000.0,1.56,54.15,2230000000.0,1550000000.0,1.10,0.58,92.20,5830000.0,4.7,5.58,4980000.0,N/A
147,N/A,N/A,dhi,N/A,N/A,N/A,N/A,N/A,33.06,6.50,1.02,1.83,15.66,20.21,16.30,31.56,80.48,28640000000.0,31490000000.0,5.25,0.83,1.09,5.38,28890000000.0,7440000000.0,5910000000.0,4530000000.0,12.45,44.20,18.90,2350000000.0,6.64,5290000000.0,5.55,44.25,612400000.0,915650000.0,1.68,11.71,83.25,7970000.0,2.3,3.20,10410000.0,N/A
148,N/A,N/A,dhr,N/A,N/A,N/A,N/A,N/A,51.51,34.80,7.40,5.05,21.84,27.73,6.41,14.94,41.22,211630000000.0,235580000000.0,28.33,4.60,8.00,23.55,29450000000.0,18060000000.0,10340000000.0,6180000000.0,8.61,44.10,20.50,2590000000.0,3.62,23270000000.0,1.43,58.60,8359999999.999999,5480000000.0,0.78,11.14,80.63,4090000.0,1.52,0.64,5310000.0,N/A
149,N/A,N/A,dis,N/A,N/A,N/A,N/A,N/A,52.25,82.78,3.57,2.88,4.22,7.51,1.69,3.68,40.15,259220000000.00003,298910000000.0,33.33,1.12,4.10,27.71,72990000000.0,22290000000.0,10560000000.0,3150000000.0,1.68,394.10,34.30,14440000000.0,7.93,54130000000.0,1.10,49.87,5280000000.0,5870000000.0,1.17,0.13,65.90,17360000.0,1.61,0.95,21430000.0,N/A
150,N/A,N/A,disca,N/A,N/A,N/A,N/A,N/A,116.81,17.05,1.43,1.15,8.25,17.00,3.78,9.29,21.00,13370000000.0,24220000000.0,8.61,0.60,1.99,3.39,12190000000.0,7580000000.0,3660000000.0,912000000.0,1.38,86.00,10.40,4120000000.0,6.41,15650000000.0,2.10,17.70,2800000000.0,6990000000.0,1.15,2.77,111.21,45470000.0,30.52,30.52,30260000.0,N/A
151,N/A,N/A,dks,N/A,N/A,N/A,N/A,N/A,214.61,8.03,0.99,4.23,12.36,16.67,15.25,68.44,147.79,8900000000.0,10760000000.0,9.40,2.54,0.88,4.53,12290000000.0,4710000000.0,2370000000.0,1520000000.0,13.87,57.60,7.30,2640000000.0,33.1,4510000000.0,1.88,27.80,1620000000.0,1130000000.0,1.73,5.39,123.86,12690000.0,6.31,30.40,13410000.0,N/A
152,N/A,N/A,dlph,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
153,N/A,N/A,dltr,N/A,N/A,N/A,N/A,N/A,129.17,27.35,1.38,4.63,5.05,7.03,5.45,17.70,115.50,35700000000.0,44690000000.0,20.08,1.28,1.70,17.68,26320000000.0,7750000000.0,2570000000.0,1330000000.0,5.80,9.70,4.60,984900000.0,4.38,9970000000.0,1.34,34.29,1430000000.0,253160000.0,0.73,1.36,106.11,5840000.0,1.88,2.95,4640000.0,N/A
154,N/A,N/A,dlx,N/A,N/A,N/A,N/A,N/A,310.69,22.11,0.68,2.39,3.10,10.87,5.59,11.54,47.72,1370000000.0,3090000000.0,N/A,N/A,1.53,10.35,2020000000.0,1140000000.0,325390000.0,62590000.0,1.45,44.10,25.50,41230000.0,0.96,1790000000.0,0.91,13.46,210820000.0,216060000.0,1.49,0.84,92.66,3490000.0,14.94,11.16,3550000.0,N/A
155,N/A,N/A,dnb,N/A,N/A,N/A,N/A,N/A,102.27,N/A,3.49,2.07,3.31,10.38,1.46,1.80,5.05,7610000000.0,11260000000.0,15.36,N/A,5.20,14.49,2170000000.0,1500000000.0,727500000.0,71700000.0,0.17,N/A,24.70,187200000.0,0.43,3830000000.0,0.71,8.54,503700000.0,674260000.0,N/A,9.70,84.97,9700000.0,4.04,6.08,9230000.0,N/A
156,N/A,N/A,dnr,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
157,N/A,N/A,dov,N/A,N/A,N/A,N/A,N/A,79.04,21.03,2.99,5.60,14.21,16.58,8.38,29.67,54.94,23450000000.0,26370000000.0,18.90,1.43,3.33,14.67,7910000000.0,2980000000.0,1600000000.0,1120000000.0,7.74,99.20,11.70,385500000.0,2.68,3310000000.0,1.36,29.08,1120000000.0,744300000.0,1.39,1.12,86.20,1230000.0,1.53,0.97,1370000.0,N/A
158,N/A,N/A,dow,N/A,N/A,N/A,N/A,N/A,86.85,7.66,0.87,2.60,11.48,14.95,8.26,40.35,73.92,47190000000.0,60330000000.0,9.74,N/A,1.10,5.15,54970000000.0,10780000000.0,10970000000.0,6280000000.0,8.38,40.50,34.20,3230000000.0,4.42,16280000000.000002,1.58,24.86,7010000000.0,4150000000.0000005,1.47,0.14,66.96,12980000.0,2.15,1.77,12780000.0,N/A
159,N/A,N/A,dps,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
160,N/A,N/A,dri,N/A,N/A,N/A,N/A,N/A,256.88,16.86,1.89,7.51,11.17,12.33,7.07,42.87,71.95,17160000000.0,21350000000.0,16.05,1.25,2.29,14.25,9310000000.0,1490000000.0,1490000000.0,1040000000.0,7.95,91.90,41.30,555300000.0,4.37,5870000000.0,0.70,18.00,1350000000.0,656600000.0,1.42,0.39,90.64,4200000.0,2.73,3.70,3400000.0,N/A
161,N/A,N/A,dsw,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
162,N/A,N/A,dte,N/A,N/A,N/A,N/A,N/A,209.47,31.85,1.69,2.91,6.06,10.10,2.22,7.38,77.53,25300000000.0,43520000000.0,21.83,3.50,2.91,15.86,14960000000.0,3340000000.0,2540000000.0,794000000.0,4.67,11.30,50.90,28000000.0,0.14,18250000000.0,0.52,44.93,3070000000.0,1450000000.0,0.65,0.65,73.43,2690000.0,2.03,1.57,1750000.0,N/A
163,N/A,N/A,dtv,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
164,N/A,N/A,duk,N/A,N/A,N/A,N/A,N/A,133.76,22.51,3.40,1.80,15.84,23.68,2.20,7.12,32.09,85440000000.0,155270000000.0,20.37,3.40,6.19,13.26,24680000000.0,12210000000.0,11510000000.0,3790000000.0,4.94,N/A,8.00,348000000.0,0.45,68400000000.00001,0.62,61.55,8289999999.999999,2890000000.0,0.33,0.10,63.47,7390000.0,2.42,0.96,5780000.0,N/A
165,N/A,N/A,dva,N/A,N/A,N/A,N/A,N/A,505.08,12.99,1.09,14.66,8.42,15.24,6.49,46.01,110.41,11080000000.0,22570000000.0,14.51,1.33,1.94,9.08,11620000000.0,3650000000.0,2450000000.0,978450000.0,8.90,7.90,1.30,484210000.0,5.03,11980000000.0,1.32,7.77,1930000000.0,1080000000.0,1.19,3.23,89.54,3520000.0,5.18,5.92,3550000.0,N/A
166,N/A,N/A,dvn,N/A,N/A,N/A,N/A,N/A,71.92,14.44,3.30,4.34,21.45,25.29,13.40,45.63,19.78,40190000000.0,44810000000.0,8.50,1.02,3.67,8.23,13120000000.0,7410000000.0,5510000000.0,2780000000.0,4.19,N/A,200.30,2100000000.0,3.16,6760000000.0,1.38,13.97,4900000000.0,2810000000.0,2.81,0.84,87.78,18060000.0,1.03,2.74,15590000.0,N/A
167,N/A,N/A,ea,N/A,N/A,N/A,N/A,N/A,29.45,57.77,5.70,4.76,9.83,15.30,4.72,8.22,22.83,36230000000.0,35180000000.0,17.21,20.75,5.40,26.14,6510000000.0,4130000000.0,1370000000.0,640000000.0,2.22,68.70,6.90,3020000000.0,10.73,2240000000.0,1.20,27.00,1830000000.0,1720000000.0,0.84,0.51,93.20,2720000.0,1.42,0.97,3210000.0,N/A
168,N/A,N/A,ebay,N/A,N/A,N/A,N/A,N/A,96.46,158.45,3.83,3.62,130.60,28.39,8.05,3.78,15.98,35380000000.0,37480000000.0,14.97,4.93,3.60,32.06,10420000000.0,7770000000.0,3460000000.0,252000000.0,20.52,133.00,5.40,7320000000.0,12.46,9430000000.0,1.97,16.46,2660000000.0,3400000000.0,1.15,4.24,92.51,18760000.0,1.97,3.20,21510000.0,N/A
169,N/A,N/A,ecl,N/A,N/A,N/A,N/A,N/A,126.23,46.73,4.15,7.24,8.87,14.67,5.94,17.00,44.47,52310000000.0,61100000000.0,34.72,3.16,4.80,24.56,12730000000.0,5210000000.0,2710000000.0,1130000000.0,3.91,0.20,9.80,359900000.0,1.25,9160000000.0,1.32,25.18,2060000000.0,1100000000.0,1.10,0.49,89.65,2890000.0,1.82,1.16,2490000.0,N/A
170,N/A,N/A,ecyt,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
171,N/A,N/A,ed,N/A,N/A,N/A,N/A,N/A,125.23,24.29,2.39,1.65,9.84,19.66,2.67,6.06,39.25,33110000000.0,57480000000.0,21.01,5.82,4.20,13.26,13680000000.0,7670000000.0,4720000000.0,1350000000.0,3.85,420.90,15.40,992000000.0,2.8,25470000000.0,1.02,56.60,2730000000.0,1380000000.0,0.20,0.13,68.69,6650000.0,3.41,2.10,6630000.0,N/A
172,N/A,N/A,efx,N/A,N/A,N/A,N/A,N/A,150.34,40.39,6.10,8.34,15.11,23.12,6.89,21.98,40.39,29880000000.0,34950000000.0,27.70,1.51,7.10,22.06,4920000000.0,2940000000.0,1630000000.0,744200000.0,6.02,64.10,12.10,224700000.0,1.84,5410000000.0,0.49,29.36,1330000000.0,648370000.0,1.49,0.44,92.33,2360000.0,1.97,2.18,1820000.0,N/A
173,N/A,N/A,eix,N/A,N/A,N/A,N/A,N/A,166.02,34.87,1.78,1.91,5.09,21.24,2.75,4.50,39.22,26550000000.0,57670000000.0,15.36,3.19,3.87,14.44,14900000000.0,8710000000.0,5140000000.0,759000000.0,2.00,0.60,5.50,390000000.0,1.02,29530000000.0,0.64,36.57,11000000.0,4050000000.0,0.68,0.12,90.94,3960000.0,2.05,1.27,3680000.0,N/A
174,N/A,N/A,el,N/A,N/A,N/A,N/A,N/A,112.28,32.20,5.90,16.44,18.35,20.02,10.65,51.93,48.99,102190000000.0,105550000000.0,32.57,3.00,5.95,22.07,17730000000.0,12390000000.0,4250000000.0,3250000000.0,8.85,24.60,14.10,4610000000.0,12.85,7960000000.0,1.73,17.31,3500000000.0,2260000000.0,1.10,0.66,91.32,2480000.0,1.49,1.07,2580000.0,N/A
175,N/A,N/A,emc,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
