,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
394,N/A,N/A,petm,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
395,N/A,N/A,pets,N/A,N/A,N/A,N/A,N/A,N/A,27.02,2.12,4.34,7.83,9.69,10.07,15.60,13.85,612150000.0,503250000.0,N/A,N/A,1.80,16.93,279090000.0,89950000.0,29730000.0,21850000.0,1.08,44.10,7.90,108910000.0,5.38,N/A,5.44,6.97,28230000.0,21650000.0,0.47,6.74,84.20,4110000.0000000005,11.44,23.79,4390000.0,N/A
396,N/A,N/A,pfe,N/A,N/A,N/A,N/A,N/A,53.44,13.42,3.70,3.86,27.04,33.03,10.00,31.87,14.51,297860000000.0,303790000000.0,7.76,1.19,3.74,9.87,81290000000.0,50630000000.0,31950000000.0,22410000000.0,3.85,301.10,106.80,31070000000.0,5.53,41390000000.0,1.40,13.74,32580000000.0,30860000000.0,0.71,0.04,68.24,61180000.0,1.95,1.08,63260000.0,N/A
397,N/A,N/A,pfg,N/A,N/A,N/A,N/A,N/A,28.54,11.90,1.43,1.21,11.99,14.61,0.43,10.55,53.02,19480000000.0,21510000000.0,10.79,N/A,1.51,N/A,14260000000.0,7070000000.0,2360000000.0,1710000000.0,6.27,0.20,8.70,2990000000.0,11.44,4700000000.0,1.86,61.40,3220000000.0,2320000000.0,1.52,0.52,76.38,14480000.0,7.36,6.35,6300000.0,N/A
398,N/A,N/A,pg,N/A,N/A,N/A,N/A,N/A,79.42,27.42,5.09,8.52,18.52,23.46,9.51,31.09,32.17,372650000000.0,397610000000.0,24.33,4.53,5.08,18.99,78350000000.0,39140000000.0,21170000000.0,14230000000.0,5.65,9.60,6.10,11540000000.0,4.82,35650000000.0,0.67,18.26,17970000000.0,11720000000.0,0.45,0.11,66.07,13800000.0,1.66,0.58,12310000.0,N/A
399,N/A,N/A,pgr,N/A,N/A,N/A,N/A,N/A,27.86,20.53,1.43,3.83,7.03,9.29,4.09,19.00,81.57,67959999999.99999,73160000000.0,24.33,1.19,1.53,N/A,47680000000.0,4680000000.0,4770000000.0,3320000000.0,5.66,42.90,9.40,1130000000.0,1.93,5080000000.0,0.34,30.35,7760000000.0,11290000000.0,0.47,0.26,86.41,5790000.0,2.27,0.99,7170000.0,N/A
400,N/A,N/A,ph,N/A,N/A,N/A,N/A,N/A,96.39,21.45,2.55,4.37,11.88,17.67,8.00,22.87,118.66,38260000000.0,46220000000.0,14.88,1.04,3.02,14.69,15290000000.0,3930000000.0,3290000000.0,1820000000.0,13.88,13.50,12.10,489990000.0,3.81,8449999999.999999,1.50,68.14,2230000000.0,676880000.0,1.67,0.36,83.15,1420000.0,1.74,1.11,4.12,N/A
401,N/A,N/A,phm,N/A,N/A,N/A,N/A,N/A,37.86,6.08,0.84,1.46,13.98,18.42,12.55,27.69,53.71,10910000000.0,10930000000.0,4.38,N/A,0.79,4.24,13930000000.0,3780000000.0,2630000000.0,1930000000.0,7.43,51.40,36.50,1790000000.0,7.19,2840000000.0,5.51,30.04,109580000.0,109580000.0,1.46,0.64,93.87,7410000.0,2.61,3.94,5980000.0,N/A
402,N/A,N/A,pki,N/A,N/A,N/A,N/A,N/A,72.96,22.31,4.15,3.18,18.61,29.81,8.22,17.34,43.62,22740000000.0,27340000000.0,23.70,15.11,5.39,15.71,5070000000.0,2890000000.0,1870000000.0,943280000.0,8.08,50.00,0.70,618320000.0,4.9,5210000000.0,2.01,56.57,1410000000.0,1140000000.0,1.11,0.20,91.63,5960000.0,8.05,7.04,6680000.0,N/A
403,N/A,N/A,pld,N/A,N/A,N/A,N/A,N/A,48.12,41.80,26.46,3.65,56.93,39.15,2.21,8.50,6.98,121910000000.0,139580000000.0,69.44,6.76,29.33,27.10,5160000000.0,3920000000.0,3600000000.0,2930000000.0,3.94,343.00,21.60,556120000.0,0.75,18160000000.0,1.35,45.10,2990000000.0,2990000000.0,0.87,0.35,96.90,8970000.0,3.32,1.58,10300000.0,N/A
404,N/A,N/A,pll,N/A,N/A,N/A,N/A,N/A,1.44,N/A,N/A,8.15,0.00,0.00,N/A,N/A,N/A,1170000000.0,1110000000.0,N/A,N/A,N/A,39.20,N/A,N/A,41150000.0,42700000.0,0.03,N/A,N/A,81950000.0,0.05,2460000.0,8.84,0.10,35350000.0,N/A,0.51,3.50,23.81,1120000.0,2.93,7.30,N/A,N/A
405,N/A,N/A,pm,N/A,N/A,N/A,N/A,N/A,N/A,16.06,4.65,N/A,29.00,41.64,18.98,N/A,20.16,145130000000.0,168440000000.0,14.73,2.50,5.36,12.06,31410000000.0,21380000000.0,14070000000.0,9080000000.0,5.83,5.90,8.90,4500000000.0,2.9,28340000000.0,0.92,6.52,11970000000.0,9150000000.0,0.80,0.15,75.76,8960000.0,1.08,0.58,11020000.0,N/A
406,N/A,N/A,pnc,N/A,N/A,N/A,N/A,N/A,N/A,15.28,4.32,1.46,28.38,34.96,1.12,10.43,46.92,81210000000.0,N/A,13.64,1.82,N/A,N/A,19990000000.0,19990000000.0,N/A,5410000000.0,12.70,487.70,22.20,13350000000.0,31.91,33990000000.000004,N/A,120.68,7210000000.0,N/A,1.27,0.29,85.13,4500000.0,1.8,1.08,4210000.0,N/A
407,N/A,N/A,pnr,N/A,N/A,N/A,N/A,N/A,40.56,17.12,2.53,3.88,14.69,17.11,9.00,24.56,22.71,9390000000.0,10270000000.0,15.06,1.38,2.73,14.33,3760000000.0,1320000000.0,721800000.0,556000000.0,3.30,44.40,24.20,94500000.0,0.57,982300000.0,1.24,14.67,613200000.0,401180000.0,1.12,0.47,93.08,4980000.0,3.75,3.38,4430000.0,N/A
408,N/A,N/A,pnw,N/A,N/A,N/A,N/A,N/A,135.92,14.18,2.31,1.48,16.27,24.13,2.73,10.80,33.69,8760000000.0,16930000000.0,19.16,N/A,4.45,9.97,3800000000.0,1700000000.0,1640000000.0,618720000.0,5.47,N/A,7.80,9970000.0,0.09,8180000000.0,0.88,52.30,860010000.0,602660000.0,0.25,0.24,86.56,1820000.0,2.02,1.82,1870000.0,N/A
409,N/A,N/A,pom,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
410,N/A,N/A,ppg,N/A,N/A,N/A,N/A,N/A,116.46,22.92,1.94,5.11,8.56,10.53,5.41,23.57,70.71,32090000000.000004,38480000000.0,18.55,2.08,2.29,15.41,16800000000.0,6560000000.0,2330000000.0,1420000000.0,6.01,5.10,11.50,1080000000.0,4.57,7470000000.0,1.42,26.65,1560000000.0,943630000.0,1.23,0.40,80.84,2290000.0,1.07,0.97,2100000.0,N/A
411,N/A,N/A,ppl,N/A,N/A,N/A,N/A,N/A,82.77,26.60,3.76,1.52,25.59,25.63,2.28,0.13,7.58,20910000000.0,28550000000.0,19.80,2.83,4.94,11.15,5780000000.0,2750000000.0,2600000000.0,18000000.0,1.94,53.80,8.30,3570000000.0,4.86,11360000000.0,2.15,18.67,2270000000.0,7500000000.0,0.79,0.13,67.49,11840000.0,1.34,1.83,15590000.0,N/A
412,N/A,N/A,prgo,N/A,N/A,N/A,N/A,N/A,71.70,24.33,1.24,1.00,1.66,4.45,1.05,2.42,30.98,5160000000.0,6990000000.0,14.62,N/A,1.69,10.04,4139999999.9999995,1420000000.0,496200000.0,130900000.0,0.52,N/A,4.90,1870000000.0,13.94,3690000000.0,2.43,38.50,156300000.0,329390000.0,1.01,0.42,95.45,7260000.0,4.2,7.22,7010000.0,N/A
413,N/A,N/A,pru,N/A,N/A,N/A,N/A,N/A,55.08,6.19,0.66,0.74,10.90,14.64,0.69,11.92,183.04,45490000000.0,66660000000.0,9.78,12.23,0.94,N/A,70870000000.0,23960000000.0,10580000000.0,7610000000.0,19.50,47.50,2.30,28380000000.0,75.47,34490000000.0,0.99,164.44,9810000000.0,14290000000.0,1.53,0.11,58.74,8180000.0,3.72,2.18,8710000.0,N/A
414,N/A,N/A,psa,N/A,N/A,N/A,N/A,N/A,79.33,40.17,20.38,13.28,55.83,50.41,7.55,21.42,20.01,69520000000.0,80360000000.0,39.53,3.01,23.53,29.08,3500000000.0,2580000000.0,2480000000.0,1730000000.0,9.87,76.40,22.70,734600000.0,4.19,7480000000.0,0.77,29.89,2540000000.0,1730000000.0,0.26,13.64,80.21,1970000.0,2.58,1.44,2180000.0,N/A
415,N/A,N/A,psx,N/A,N/A,N/A,N/A,N/A,71.71,28.10,0.33,2.44,1.18,0.57,0.72,7.39,253.34,46690000000.0,57990000000.0,11.15,N/A,0.52,14.68,111480000000.0,9370000000.0,2170000000.0,1310000000.0,2.97,N/A,98.90,3150000000.0,7.18,15520000000.0,1.15,43.73,6020000000.0,1870000000.0,1.50,0.29,56.52,8720000.0,1.53,1.56,11670000.0,N/A
416,N/A,N/A,pvtb,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
417,N/A,N/A,pwr,N/A,N/A,N/A,N/A,N/A,78.22,40.26,1.51,3.75,3.74,4.87,3.72,10.40,92.17,19190000000.0,22960000000.0,21.23,1.61,1.77,20.63,12980000000.0,1950000000.0,1050000000.0,485960000.0,3.34,38.40,34.70,229100000.0,1.61,78.22,1.50,35.84,582390000.0,419310000.0,1.14,1.31,92.84,3720000.0,2.31,2.93,3560000.0,N/A
418,N/A,N/A,px,N/A,N/A,N/A,N/A,N/A,57.75,152.12,9.08,3.61,6.09,29.54,4.42,3.29,2.07,1430000000.0,1610000000.0,16.26,N/A,10.72,28.51,150530000.0,150530000.0,75170000.0,9170000.0,0.08,N/A,84.90,40920000.0,0.35,228200000.0,1.64,3.37,49020000.0,59490000.0,N/A,0.03,79.08,3.31,3.31,1.70,N/A,N/A
419,N/A,N/A,pxd,N/A,N/A,N/A,N/A,N/A,34.31,29.43,3.49,2.70,11.85,23.57,9.40,12.31,76.69,61550000000.0,64810000000.0,9.64,18.20,3.63,12.01,17870000000.0,9390000000.0,6720000000.0,2109999999.9999998,8.61,674.40,176.30,4040000000.0,16.63,7830000000.0,1.52,94.07,6060000000.0,2930000000.0,1.61,0.57,89.13,5770000.0,1.74,2.39,5870000.0,N/A
420,N/A,N/A,qcom,N/A,N/A,N/A,N/A,N/A,138.98,18.45,5.12,16.02,27.71,30.88,17.32,106.74,31.93,181530000000.0,185970000000.0,13.89,0.88,5.16,13.56,36040000000.0,19300000000.0,12750000000.0,9990000000.0,8.73,38.50,30.00,11310000000.0,10.03,15750000000.0,1.65,10.07,9420000000.0,8090000000.0,1.26,0.15,74.73,17240000.0,1.69,1.53,17300000.0,N/A
421,N/A,N/A,qdel,N/A,N/A,N/A,N/A,N/A,7.22,6.90,2.86,2.46,41.46,53.92,26.61,43.18,40.37,4740000000.0,4050000000.0,N/A,N/A,2.38,4.22,1700000000.0,1270000000.0,969220000.0,704230000.0,16.43,38.00,21.30,828510000.0,19.83,139230000.0,4.45,46.28,805870000.0,381010000.0,0.10,12.17,90.07,3720000.0,5.28,12.16,3760000.0,N/A
422,N/A,N/A,qep,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
423,N/A,N/A,r,N/A,N/A,N/A,N/A,N/A,247.88,8.45,0.45,1.50,5.37,9.04,4.08,20.64,184.63,4190000000.0000005,10890000000.0,N/A,N/A,1.13,4.01,9660000000.0,1800000000.0,2670000000.0,519130000.0,9.65,606.50,17.50,233960000.0,4.35,6940000000.0,0.77,52.02,2180000000.0,587560000.0,1.81,0.94,95.23,4530000.0,6.94,12.47,1510000.0,N/A
424,N/A,N/A,rai,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
425,N/A,N/A,rdc,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
426,N/A,N/A,rf,N/A,N/A,N/A,N/A,N/A,N/A,9.33,3.52,1.31,36.22,46.83,1.62,13.84,7.28,21770000000.0,N/A,11.06,N/A,N/A,N/A,6960000000.0,6960000000.0,N/A,2400000000.0,2.49,28.90,11.60,2460000000.0,2.63,3950000000.0,N/A,17.69,3030000000.0,N/A,1.34,0.50,78.26,16600000.000000002,1.44,2.29,21120000.0,N/A
427,N/A,N/A,rhi,N/A,N/A,N/A,N/A,N/A,19.19,22.72,2.11,9.76,9.26,11.49,16.84,46.29,58.48,13480000000.0,13130000000.0,21.55,N/A,2.03,16.47,6460000000.0,2700000000.0,796960000.0,598630000.0,5.36,77.90,35.70,619000000.0,5.68,265079999.99999997,1.67,12.68,603140000.0,491730000.0,1.46,3.17,91.70,3150000.0,3.77,3.84,3090000.0,N/A
428,N/A,N/A,rht,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
429,N/A,N/A,rl,N/A,N/A,N/A,N/A,N/A,126.29,18.39,1.53,3.21,8.38,13.58,6.23,18.53,81.15,8730000000.0,9180000000.0,13.28,0.29,1.53,9.41,5980000000.0,2890000000.0,1040000000.0,501600000.0,6.72,81.70,26.70,2990000000.0,20.99,3440000000.0,1.88,38.24,868000000.0,839540000.0,1.46,1.18,104.37,1710000.0,1.19,3.74,2470000.0,N/A
430,N/A,N/A,rok,N/A,N/A,N/A,N/A,N/A,159.31,33.24,4.58,13.22,13.81,16.38,7.89,42.42,62.85,33100000000.0,37030000000.0,26.67,3.13,5.08,26.19,7290000000.0,2900000000.0,1390000000.0,8.57,8.57,59.30,18.70,540600000.0,4.65,4470000000.0,1.08,21.56,902500000.0,696550000.0,1.43,0.15,81.71,2230000.0,2.82,1.92,2890000.0,N/A
431,N/A,N/A,rop,N/A,N/A,N/A,N/A,N/A,70.51,44.05,8.79,4.35,19.95,27.34,4.14,8.91,54.87,50330000000.0,57960000000.0,30.86,2.48,10.03,27.09,5780000000.0,3920000000.0,2210000000.0,982600000.0,10.83,12.50,13.20,351500000.0,3.33,8150000000.0,0.78,109.61,2009999999.9999998,1320000000.0,1.07,0.58,95.11,1090000.0,2.2,1.18,1050000.0,N/A
432,N/A,N/A,rost,N/A,N/A,N/A,N/A,N/A,138.48,19.62,1.79,8.32,9.11,12.33,11.06,46.87,53.82,33759999999.999996,34460000000.0,18.73,0.19,1.82,12.79,18920000000.0,5210000000.0,2690000000.0,1720000000.0,4.87,54.10,18.10,4920000000.0,14.1,5620000000.0,1.77,11.63,1740000000.0,951420000.0,1.08,2.00,88.99,5090000.0,1.51,1.71,4500000.0,N/A
433,N/A,N/A,rrc,N/A,N/A,N/A,N/A,N/A,142.39,19.20,2.15,3.89,11.50,17.96,6.28,22.12,14.74,8100000000.0,10840000000.0,8.55,N/A,3.03,10.91,3580000000.0,1940000000.0,1010000000.0,400980000.0,1.61,221.20,144.90,214420000.0,0.83,2970000000.0,0.64,8.44,792950000.0,379660000.0,2.07,2.78,93.18,17600000.0,1.8,9.26,22310000.0,N/A
434,N/A,N/A,rsg,N/A,N/A,N/A,N/A,N/A,110.05,33.08,3.78,4.71,11.43,18.73,5.46,14.80,35.43,42280000000.0,52090000000.0,28.82,3.56,4.61,16.49,11290000000.0,4650000000.0,3340000000.0,1290000000.0,4.04,33.00,14.80,29000000.0,0.09,9880000000.0,0.71,28.31,2790000000.0,1250000000.0,0.80,0.19,95.83,2320000.0,1.41,1.12,2560000.0,N/A
435,N/A,N/A,rsh,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
436,N/A,N/A,rtn,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
437,N/A,N/A,s,N/A,N/A,N/A,N/A,N/A,1.76,N/A,34.66,6.59,132.37,130.48,13.03,27.79,1.18,10880000000.0,9240000000.0,N/A,N/A,45.14,35.36,204800000.0,123120000.0,259320000.0,271100000.0,1.56,N/A,119.80,1670000000.0,6.28,29080000.0,6.46,6.21,95590000.0,11340000.0,N/A,0.77,100.94,8840000.0,1.69,6.57,8240000.0,N/A
